16 ; Metodo ; android.media.audiofx.AcousticEchoCanceler#getDescriptor ; 1
17 ; Metodo ; android.telephony.CellIdentityGsm#getCid ; 1
19 ; Metodo ; android.print.PrintDocumentAdapter.LayoutResultCallback#onLayoutFinished ; 1
16 ; Metodo ; android.appwidget.AppWidgetManager#getAppWidgetOptions ; 1
17 ; Metodo ; android.telephony.CellIdentityGsm#getMnc ; 2
16 ; Metodo ; android.view.accessibility.AccessibilityNodeInfo#addChild ; 3
16 ; Metodo ; android.hardware.input.InputManager#registerInputDeviceListener ; 1
19 ; Metodo ; android.graphics.Bitmap#getAllocationByteCount ; 1
16 ; Metodo ; android.database.sqlite.SQLiteOpenHelper#setWriteAheadLoggingEnabled ; 2
17 ; Metodo ; android.telephony.CellSignalStrengthGsm#getAsuLevel ; 1
17 ; Metodo ; android.telephony.CellIdentityLte#getMnc ; 2
16 ; Metodo ; android.widget.TextSwitcher#setImportantForAccessibility ; 1
17 ; Metodo ; android.telephony.CellInfoGsm#getCellIdentity ; 1
19 ; Campo ; android.provider.Telephony.Sms.Inbox#CONTENT_URI ; 1
19 ; Campo ; android.provider.Telephony.Sms.Sent#CONTENT_URI ; 1
19 ; Campo ; android.print.PageRange#ALL_PAGES ; 1
16 ; Campo ; android.media.MediaCodecInfo.CodecCapabilities#colorFormats ; 4
19 ; Campo ; android.provider.Telephony.Sms.Conversations#CONTENT_URI ; 1
21 ; Campo ; android.os.Build#SUPPORTED_ABIS ; 1
21 ; XML ; android:colorPrimary ; 1
21 ; XML ; android:statusBarColor ; 1
16 ; XML ; android:fontFamily ; 4
