android.support.v7.widget.GridLayoutManager=1
android.support.v7.preference.PreferenceCategory=1
android.support.v7.preference.CheckBoxPreference=1
android.support.v7.app.AppCompatDialogFragment=1
android.support.v7.preference.PreferenceFragmentCompat=1
android.support.v7.preference.DialogPreference=4
android.support.v7.preference.PreferenceDialogFragmentCompat=5
android.support.v7.preference.ListPreference=1
android.support.v7.preference.PreferenceViewHolder=9
android.support.v4.view.ViewPager=1
android.support.v4.content.LocalBroadcastManager=8
android.support.v4.app.DialogFragment=1
android.support.v4.view.GravityCompat=1
android.support.v7.app.ActionBar=1
android.support.v4.widget.DrawerLayout=1
android.support.v7.widget.AppCompatImageView=4
android.support.v7.preference.EditTextPreferenceDialogFragmentCompat=1
android.support.v7.widget.CardView=1
android.support.v4.content.ContextCompat=2
android.support.v4.app.Fragment=7
android.support.v7.widget.LinearLayoutManager=2
android.support.v4.app.ActivityCompat=1
android.support.v7.app.AppCompatActivity=3
android.support.v7.preference.PreferenceManager=1
android.support.v7.preference.Preference=1
android.support.v7.widget.RecyclerView=6
android.support.v4.app.FragmentManager=1
android.support.v7.app.AlertDialog=5
android.support.v7.preference.EditTextPreference=1
android.support.v4.app.FragmentStatePagerAdapter=1
android.support.v7.widget.Toolbar=1
android.support.v4.app.NotificationCompat=1
android.support.v7.app.ActionBarDrawerToggle=1
